Capital_Call_Date,Triggering_Investment,Total_Capital_Called_for_Deal,Investor,Investor_Contribution,Cumulative_Contribution,Total_Commitment,Remaining_Commitment
2008-11-30,(plc) Capital Gene,2370554438.0,Isabella Vargas,296319305.0,5352714565.0,5000000000.0,-352714565.0
2008-11-30,(plc) Capital Gene,2370554438.0,Ethan Gallagher,296319305.0,5352714565.0,5000000000.0,-352714565.0
2008-11-30,(plc) Capital Gene,2370554438.0,Aisha Mensah,296319305.0,5352714565.0,5000000000.0,-352714565.0
2008-11-30,(plc) Capital Gene,2370554438.0,Kenji Watanabe,296319305.0,5352714565.0,5000000000.0,-352714565.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Amelia Chen,308115822.0,5660830387.0,5000000000.0,-660830387.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Noah Sullivan,308115822.0,5660830387.0,5000000000.0,-660830387.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Priya Deshmukh,308115822.0,5660830387.0,5000000000.0,-660830387.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Luca Moretti,308115822.0,5660830387.0,5000000000.0,-660830387.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Isabella Vargas,308115822.0,5660830387.0,5000000000.0,-660830387.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Ethan Gallagher,308115822.0,5660830387.0,5000000000.0,-660830387.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Aisha Mensah,308115822.0,5660830387.0,5000000000.0,-660830387.0
2008-12-31,Riyadh Pharmatechnologie,2464926574.0,Kenji Watanabe,308115822.0,5660830387.0,5000000000.0,-660830387.0
2009-01-31,Britannia Vision Health,861461497.0,Amelia Chen,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-01-31,Britannia Vision Health,861461497.0,Noah Sullivan,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-01-31,Britannia Vision Health,861461497.0,Priya Deshmukh,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-01-31,Britannia Vision Health,861461497.0,Luca Moretti,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-01-31,Britannia Vision Health,861461497.0,Isabella Vargas,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-01-31,Britannia Vision Health,861461497.0,Ethan Gallagher,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-01-31,Britannia Vision Health,861461497.0,Aisha Mensah,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-01-31,Britannia Vision Health,861461497.0,Kenji Watanabe,107682687.0,5768513074.0,5000000000.0,-768513074.0
2009-03-31,Qatari Titan Capital,996213036.0,Amelia Chen,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,Qatari Titan Capital,996213036.0,Noah Sullivan,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,Qatari Titan Capital,996213036.0,Priya Deshmukh,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,Qatari Titan Capital,996213036.0,Luca Moretti,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,Qatari Titan Capital,996213036.0,Isabella Vargas,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,Qatari Titan Capital,996213036.0,Ethan Gallagher,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,Qatari Titan Capital,996213036.0,Aisha Mensah,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,Qatari Titan Capital,996213036.0,Kenji Watanabe,124526630.0,5893039703.0,5000000000.0,-893039703.0
2009-03-31,American Markets Titan,407824193.0,Amelia Chen,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-03-31,American Markets Titan,407824193.0,Noah Sullivan,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-03-31,American Markets Titan,407824193.0,Priya Deshmukh,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-03-31,American Markets Titan,407824193.0,Luca Moretti,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-03-31,American Markets Titan,407824193.0,Isabella Vargas,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-03-31,American Markets Titan,407824193.0,Ethan Gallagher,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-03-31,American Markets Titan,407824193.0,Aisha Mensah,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-03-31,American Markets Titan,407824193.0,Kenji Watanabe,50978024.0,5944017728.0,5000000000.0,-944017728.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Amelia Chen,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Noah Sullivan,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Priya Deshmukh,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Luca Moretti,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Isabella Vargas,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Ethan Gallagher,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Aisha Mensah,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-04-30,(ltd.) Infomarket,1335084315.0,Kenji Watanabe,166885539.0,6110903267.0,5000000000.0,-1110903267.0
2009-05-31,London Globalsolution,1602394400.0,Amelia Chen,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-05-31,London Globalsolution,1602394400.0,Noah Sullivan,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-05-31,London Globalsolution,1602394400.0,Priya Deshmukh,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-05-31,London Globalsolution,1602394400.0,Luca Moretti,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-05-31,London Globalsolution,1602394400.0,Isabella Vargas,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-05-31,London Globalsolution,1602394400.0,Ethan Gallagher,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-05-31,London Globalsolution,1602394400.0,Aisha Mensah,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-05-31,London Globalsolution,1602394400.0,Kenji Watanabe,200299300.0,6311202567.0,5000000000.0,-1311202567.0
2009-08-31,Gulfsytem Doha,1480281223.0,Amelia Chen,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-08-31,Gulfsytem Doha,1480281223.0,Noah Sullivan,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-08-31,Gulfsytem Doha,1480281223.0,Priya Deshmukh,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-08-31,Gulfsytem Doha,1480281223.0,Luca Moretti,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-08-31,Gulfsytem Doha,1480281223.0,Isabella Vargas,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-08-31,Gulfsytem Doha,1480281223.0,Ethan Gallagher,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-08-31,Gulfsytem Doha,1480281223.0,Aisha Mensah,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-08-31,Gulfsytem Doha,1480281223.0,Kenji Watanabe,185035153.0,6496237720.0,5000000000.0,-1496237720.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Amelia Chen,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Noah Sullivan,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Priya Deshmukh,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Luca Moretti,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Isabella Vargas,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Ethan Gallagher,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Aisha Mensah,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-10-31,(ltd.) Primemarket,1321380392.0,Kenji Watanabe,165172549.0,6661410269.0,5000000000.0,-1661410269.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Amelia Chen,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Noah Sullivan,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Priya Deshmukh,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Luca Moretti,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Isabella Vargas,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Ethan Gallagher,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Aisha Mensah,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-11-30,Gulf Enterprises Gen,704425352.0,Kenji Watanabe,88053169.0,6749463438.0,5000000000.0,-1749463438.0
2009-12-31,Gulf Choicelab,2406607378.0,Amelia Chen,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2009-12-31,Gulf Choicelab,2406607378.0,Noah Sullivan,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2009-12-31,Gulf Choicelab,2406607378.0,Priya Deshmukh,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2009-12-31,Gulf Choicelab,2406607378.0,Luca Moretti,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2009-12-31,Gulf Choicelab,2406607378.0,Isabella Vargas,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2009-12-31,Gulf Choicelab,2406607378.0,Ethan Gallagher,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2009-12-31,Gulf Choicelab,2406607378.0,Aisha Mensah,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2009-12-31,Gulf Choicelab,2406607378.0,Kenji Watanabe,300825922.0,7050289360.0,5000000000.0,-2050289360.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Amelia Chen,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Noah Sullivan,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Priya Deshmukh,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Luca Moretti,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Isabella Vargas,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Ethan Gallagher,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Aisha Mensah,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Kenji Watanabe,191950186.0,7242239546.0,5000000000.0,-2242239546.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Sofia Petrovic,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Mateo Alvarez,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Fatima Al-Sayeed,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Julian Becker,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Harborview Legacy Partners,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Silvercrest Stewardship,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Carraway Heritage Capital,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-01-31,(bsc) Motors Gulf,3071202978.0,Everpine Holdings,191950186.0,191950186.0,5000000000.0,4808049814.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Amelia Chen,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Noah Sullivan,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Priya Deshmukh,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Luca Moretti,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Isabella Vargas,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Ethan Gallagher,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Aisha Mensah,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Kenji Watanabe,97750541.0,7339990087.0,5000000000.0,-2339990087.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Sofia Petrovic,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Mateo Alvarez,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Fatima Al-Sayeed,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Julian Becker,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Harborview Legacy Partners,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Silvercrest Stewardship,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Carraway Heritage Capital,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-06-30,(ltd.) Velocity Systems,1564008652.0,Everpine Holdings,97750541.0,289700727.0,5000000000.0,4710299273.0
2010-07-31,Ad Gendata,740454871.0,Amelia Chen,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Noah Sullivan,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Priya Deshmukh,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Luca Moretti,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Isabella Vargas,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Ethan Gallagher,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Aisha Mensah,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Kenji Watanabe,46278429.0,7386268516.0,5000000000.0,-2386268516.0
2010-07-31,Ad Gendata,740454871.0,Sofia Petrovic,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-07-31,Ad Gendata,740454871.0,Mateo Alvarez,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-07-31,Ad Gendata,740454871.0,Fatima Al-Sayeed,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-07-31,Ad Gendata,740454871.0,Julian Becker,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-07-31,Ad Gendata,740454871.0,Harborview Legacy Partners,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-07-31,Ad Gendata,740454871.0,Silvercrest Stewardship,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-07-31,Ad Gendata,740454871.0,Carraway Heritage Capital,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-07-31,Ad Gendata,740454871.0,Everpine Holdings,46278429.0,335979156.0,5000000000.0,4664020844.0
2010-08-31,Gulf Omni Systems,467437337.0,Amelia Chen,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Noah Sullivan,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Priya Deshmukh,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Luca Moretti,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Isabella Vargas,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Ethan Gallagher,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Aisha Mensah,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Kenji Watanabe,29214834.0,7415483350.0,5000000000.0,-2415483350.0
2010-08-31,Gulf Omni Systems,467437337.0,Sofia Petrovic,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-08-31,Gulf Omni Systems,467437337.0,Mateo Alvarez,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-08-31,Gulf Omni Systems,467437337.0,Fatima Al-Sayeed,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-08-31,Gulf Omni Systems,467437337.0,Julian Becker,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-08-31,Gulf Omni Systems,467437337.0,Harborview Legacy Partners,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-08-31,Gulf Omni Systems,467437337.0,Silvercrest Stewardship,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-08-31,Gulf Omni Systems,467437337.0,Carraway Heritage Capital,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-08-31,Gulf Omni Systems,467437337.0,Everpine Holdings,29214834.0,365193990.0,5000000000.0,4634806010.0
2010-09-30,Healthventure Arabian,309707891.0,Amelia Chen,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Noah Sullivan,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Priya Deshmukh,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Luca Moretti,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Isabella Vargas,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Ethan Gallagher,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Aisha Mensah,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Kenji Watanabe,19356743.0,7434840093.0,5000000000.0,-2434840093.0
2010-09-30,Healthventure Arabian,309707891.0,Sofia Petrovic,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-09-30,Healthventure Arabian,309707891.0,Mateo Alvarez,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-09-30,Healthventure Arabian,309707891.0,Fatima Al-Sayeed,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-09-30,Healthventure Arabian,309707891.0,Julian Becker,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-09-30,Healthventure Arabian,309707891.0,Harborview Legacy Partners,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-09-30,Healthventure Arabian,309707891.0,Silvercrest Stewardship,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-09-30,Healthventure Arabian,309707891.0,Carraway Heritage Capital,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-09-30,Healthventure Arabian,309707891.0,Everpine Holdings,19356743.0,384550733.0,5000000000.0,4615449267.0
2010-11-30,London Tech Dynamics,1147751522.0,Amelia Chen,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Noah Sullivan,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Priya Deshmukh,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Luca Moretti,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Isabella Vargas,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Ethan Gallagher,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Aisha Mensah,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Kenji Watanabe,71734470.0,7506574563.0,5000000000.0,-2506574563.0
2010-11-30,London Tech Dynamics,1147751522.0,Sofia Petrovic,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,London Tech Dynamics,1147751522.0,Mateo Alvarez,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,London Tech Dynamics,1147751522.0,Fatima Al-Sayeed,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,London Tech Dynamics,1147751522.0,Julian Becker,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,London Tech Dynamics,1147751522.0,Harborview Legacy Partners,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,London Tech Dynamics,1147751522.0,Silvercrest Stewardship,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,London Tech Dynamics,1147751522.0,Carraway Heritage Capital,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,London Tech Dynamics,1147751522.0,Everpine Holdings,71734470.0,456285203.0,5000000000.0,4543714797.0
2010-11-30,British Orbit Logistics,371399882.0,Amelia Chen,23212493.0,7529787056.0,5000000000.0,-2529787056.0
2010-11-30,British Orbit Logistics,371399882.0,Noah Sullivan,23212493.0,7529787056.0,5000000000.0,-2529787056.0
2010-11-30,British Orbit Logistics,371399882.0,Priya Deshmukh,23212493.0,7529787056.0,5000000000.0,-2529787056.0
